,gene_name,gene_length,patient_1,patient_2,patient_3,patient_4,patient_5,patient_6,patient_7,patient_8,patient_9,patient_10
252,ADAM28,3813,2.0,129.0,367.0,2268.0,40.0,490.0,282.0,2.0,121.0,148.0
253,ADAM29,3324,1.0,1.0,0.0,9.0,0.0,2.0,4.0,0.0,0.0,0.0
254,ADAM2,2641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,ADAM30,2957,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,ADAM32,3401,0.0,3.0,1.0,11.0,12.0,7.0,2.0,12.0,31.0,0.0
257,ADAM33,5620,5.0,19.0,8.0,669.0,4.0,100.0,15.0,343.63,23.0,1.0
258,ADAM3A,3012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,ADAM5P,2660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,ADAM6,64640,2365.32,61551.41,195854.0,225228.56,23.42,162913.27,13118.23,7288.61,715.97,368389.98
261,ADAM7,3535,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
262,ADAM8,3792,679.0,451.0,497.0,2332.0,236.0,854.0,1560.0,80.0,517.0,2384.0
263,ADAM9,6073,886.0,2739.0,3902.0,628.0,6931.0,14651.0,5870.0,1640.0,6110.0,2292.0
264,ADAMDEC1,2438,23.0,282.0,1417.0,1970.0,16.0,1252.0,7350.0,4.0,70.0,897.0
265,ADAMTS10,4482,18.0,325.0,43.0,621.0,9.0,283.0,142.0,26.0,101.0,21.0
266,ADAMTS12,5160,15.0,89.0,55.0,10.0,8.0,267.0,192.0,45.0,203.0,25.0
267,ADAMTS13,7361,173.0,212.0,136.0,75.0,404.0,498.0,327.0,333.0,184.0,231.0
268,ADAMTS14,6781,52.0,137.0,151.0,125.0,684.0,82.0,477.0,11.0,110.0,866.0
269,ADAMTS15,2852,1.0,55.0,9.0,7.0,1.0,86.0,13.0,4530.0,36.0,10.0
270,ADAMTS16,5857,22.0,161.0,5.0,1.0,162.0,3970.0,63.0,3388.0,6.0,285.0
271,ADAMTS17,6628,232.0,112.0,17.0,116.0,22.0,52.0,150.0,910.0,22.0,1071.0
272,ADAMTS18,6066,3.0,8.0,5.0,4.0,2.0,31.0,0.0,2.0,6.0,1.0
273,ADAMTS19,5190,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
274,ADAMTS1,4649,609.0,3748.0,1173.0,1592.0,4721.0,3534.0,1692.0,659.0,4314.0,2120.0
275,ADAMTS20,6850,2.0,2.0,1.0,0.0,4.0,0.0,32.0,3.0,23.0,27.0
276,ADAMTS2,3724,50.0,584.0,284.0,107.0,164.0,674.0,1386.0,406.0,994.0,164.0
277,ADAMTS3,6008,9.0,127.0,24.0,92.0,28.0,148.0,59.0,2020.0,369.0,21.0
278,ADAMTS4,4776,442.0,874.0,430.0,2683.0,5446.0,2725.0,16035.0,945.0,14779.0,652.0
279,ADAMTS5,9662,54.0,623.0,130.0,271.0,42.0,152.0,76.0,47.0,426.0,124.0
280,ADAMTS6,7818,1.0,313.0,27.0,160.0,10.0,38.0,37.0,19.0,405.0,43.0
281,ADAMTS7,6306,213.0,591.0,184.0,201.0,502.0,295.0,254.0,2417.0,428.0,164.0
282,ADAMTS8,4174,6.0,6.0,2.0,81.0,1.0,30.0,2.0,10.0,2.0,0.0
283,ADAMTS9,8687,95.0,683.0,97.0,486.0,416.0,589.0,977.0,243.0,5818.0,218.0
284,ADAMTSL1,10897,20.0,168.0,57.0,91.0,43.0,139.0,67.0,1125.0,320.0,112.0
285,ADAMTSL2,5790,212.0,215.0,32.0,556.0,20.0,676.0,161.0,335.0,143.0,55.0
286,ADAMTSL3,8660,11.0,153.0,16.0,133.0,2.0,308.0,155.0,31.0,22.0,5.0
287,ADAMTSL4,6238,157.0,154.0,140.0,317.0,691.0,509.0,1071.0,300.0,938.0,362.0
288,ADAMTSL5,3008,601.0,5.0,154.0,91.0,76.0,901.0,362.0,6.0,3.0,54.0
289,ADAP1,2959,209.0,440.86,308.17,445.28,63.0,3177.89,1825.14,3245.86,255.29,939.82
290,ADAP2,2765,55.0,1642.0,876.0,721.0,196.0,1053.0,1841.0,146.0,674.0,714.0
291,ADARB1,9254,604.0,2279.0,2000.0,2617.0,799.0,3759.0,5179.0,7458.0,1394.0,2895.0
292,ADARB2,4062,5.0,0.0,17.0,1.0,4.0,3.0,22.0,7.0,0.0,0.0
293,ADAR,6749,16577.0,31590.0,17489.0,13276.0,20812.0,59620.0,31331.0,27986.0,22350.0,21853.0
294,ADAT1,2785,346.0,1172.0,696.0,262.0,1221.0,2429.0,954.0,395.0,1043.0,631.0
295,ADAT2,7492,138.0,371.0,230.0,995.0,1480.0,534.0,720.0,458.0,888.0,327.0
296,ADAT3,1577,196.0,58.0,38.0,45.0,84.0,154.0,69.0,553.0,330.0,137.0
297,ADA,1531,231.0,868.0,456.0,1050.0,371.0,774.0,1492.0,2018.0,253.0,352.0
298,ADCK1,3595,614.0,741.0,539.0,294.0,1006.0,1326.0,678.0,579.0,370.0,560.0
299,ADCK2,2537,2073.03,1941.0,1790.0,1152.0,1739.0,4440.0,3232.0,506.0,756.0,1584.0
300,ADCK4,4543,2422.0,1071.0,1758.0,1023.0,1344.0,2540.0,1564.0,2000.0,2122.0,1588.0
301,ADCK5,2061,624.0,702.0,425.0,424.0,566.0,549.0,498.0,779.0,451.0,433.0
302,ADCY10,5655,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0
303,ADCY1,12928,1599.0,1668.0,3007.0,92.0,3223.0,1445.0,3761.0,595.0,104.0,3863.0
304,ADCY2,6894,2772.0,2.0,1535.0,3.0,712.0,597.0,3225.0,40.0,3.0,1080.0
305,ADCY3,4463,2393.06,1076.81,1065.47,1574.91,4397.83,2908.2,4916.59,1069.34,4399.06,1722.65
306,ADCY4,3874,35.0,209.0,53.0,866.0,21.0,317.0,110.0,59.0,81.0,42.0
307,ADCY5,4611,2.0,6.0,4.0,184.0,66.0,84.0,3.0,207.0,2.0,2.0
308,ADCY6,7728,3546.0,5863.0,1241.0,894.0,2171.0,6333.0,2110.0,1849.0,2187.0,1708.0
309,ADCY7,6250,403.0,1840.0,1306.0,5296.0,481.0,1645.0,3544.0,76.0,678.0,1960.0
310,ADCY8,4100,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
311,ADCY9,7724,783.0,1345.0,1272.0,467.0,4143.0,6089.0,1735.0,3309.0,922.0,1325.0
312,ADCYAP1R1,1811,0.0,0.0,0.0,2.0,1.0,4.0,0.0,4.0,0.0,4.0
313,ADCYAP1,3275,0.0,1.0,0.0,13.0,0.0,14.0,0.0,2.0,5.0,3.0
314,ADC,6459,664.0,426.0,413.0,256.0,878.0,777.0,1165.0,513.0,103.0,824.0
315,ADD1,10357,12970.0,10035.0,11261.0,9540.0,16350.0,37149.0,14005.0,20790.0,9910.0,7946.0
316,ADD2,6716,7.0,76.0,64.0,200.0,3.0,73.0,151.0,5.0,12.0,8.0
317,ADD3,5723,1469.0,4112.0,1644.0,6512.0,1938.0,8260.0,4227.0,1859.0,2859.0,3473.0
318,ADH1A,2132,0.0,0.0,0.0,16.0,0.0,6.0,1.0,0.0,0.0,0.0
319,ADH1B,4709,2.0,70.0,0.0,3428.0,0.0,454.0,1.0,4.0,0.0,0.0
320,ADH1C,1468,0.0,3.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,1.0
321,ADH4,2125,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
322,ADH5,3839,4570.0,8104.0,4955.0,4127.0,9427.0,11599.0,7624.0,7903.0,7226.0,6548.0
323,ADH6,3005,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
324,ADH7,2147,0.0,1.0,0.0,0.0,10.0,0.0,0.0,51.0,0.0,0.0
325,ADHFE1,2242,152.0,185.0,89.0,368.0,234.0,390.0,406.0,334.0,104.0,551.0
326,ADI1,4615,3120.0,5240.0,2086.0,2567.0,3719.0,6720.0,3155.0,7646.0,4874.0,3920.0
327,ADIG,770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,ADIPOQ,4627,0.0,46.0,0.0,30.0,0.0,17.0,0.0,1.0,2.0,0.0
329,ADIPOR1,2307,15799.0,8073.0,11176.0,3107.0,7444.0,19711.0,16789.0,8081.0,8762.0,10055.0
330,ADIPOR2,3986,6343.0,5625.0,7117.0,2408.0,13291.0,19276.0,10461.0,12170.0,3994.0,7851.0
331,ADK,2231,453.0,440.0,557.0,560.0,1320.0,1394.0,417.0,410.0,800.0,567.0
332,ADM2,4244,205.0,35.0,200.0,1038.0,101.0,166.0,388.0,106.0,815.0,46.0
333,ADM,2060,5254.0,583.0,3379.0,192.0,742.0,186.0,1371.0,2182.0,1902.0,19863.0
334,ADNP2,5385,782.0,2071.0,1122.0,700.0,1381.0,3663.0,1478.0,2059.0,1707.0,968.0
335,ADNP,4713,3907.0,10204.0,2595.0,4023.0,8334.0,10090.0,7012.0,13423.0,11483.0,4369.0
336,ADORA1,3271,95.0,52.0,40.0,44.0,46.0,154.0,528.0,91.0,383.0,314.0
337,ADORA2A,3371,58.0,463.0,317.0,1870.99,73.0,393.0,1028.0,152.0,155.0,369.0
338,ADORA2B,1885,404.0,126.0,81.0,55.0,296.0,110.0,103.0,335.0,655.0,195.0
339,ADORA3,3405,105.0,327.0,418.0,96.0,111.0,379.0,600.0,88.0,346.0,265.0
340,ADO,3723,1323.0,2135.0,1934.0,1454.0,2192.0,3952.0,2495.0,1096.0,2893.0,1878.0
341,ADPGK,4680,2230.52,2408.26,1685.77,3325.12,3923.88,4042.33,7302.41,2322.28,2509.56,3146.49
342,ADPRHL1,2173,10.0,62.0,17.0,12.0,18.0,19.0,102.0,2088.0,30.0,135.0
343,ADPRHL2,1690,2893.0,1409.0,1691.0,1210.0,1958.0,2842.0,3434.0,2609.0,3949.0,3076.0
344,ADPRH,3507,1479.0,1090.0,848.0,1520.0,923.0,470.0,1677.0,936.0,1018.0,848.0
345,ADRA1A,3734,0.0,1.0,0.0,100.0,1.0,11.0,0.0,0.0,2.0,0.0
346,ADRA1B,2254,16.0,128.0,3.0,47.0,65.0,634.0,12.0,45.0,51.0,39.0
347,ADRA1D,2666,1.0,6.0,0.0,10.0,4.0,2.0,1.0,106.0,62.0,1.0
348,ADRA2A,3871,58.0,242.0,17.0,4249.0,223.0,743.0,317.0,51.0,87.0,285.0
349,ADRA2B,3260,8.0,16.0,1.0,41.0,45.0,7.0,447.0,24.0,7.0,138.0
350,ADRA2C,2177,406.0,356.0,180.0,149.0,1244.0,402.0,210.0,25.0,9.0,6.0
351,ADRB1,2860,1.0,12.0,4.0,31.0,2.0,3.0,10.0,1.0,185.0,2.0
352,ADRB2,2033,3.0,55.0,77.0,207.0,59.0,361.0,147.0,302.0,23.0,42.0
353,ADRB3,2644,2.0,0.0,0.0,4.0,2.0,6.0,8.0,2.0,2.0,5.0
354,ADRBK1,3444,3588.0,5902.0,3452.0,11996.0,3809.0,7777.0,9302.0,4943.0,5005.0,11365.0
355,ADRBK2,9375,1104.0,2695.0,713.0,2670.0,897.0,1170.0,1490.0,4507.0,330.0,642.0
356,ADRM1,2550,12396.0,5693.0,5667.0,3217.0,9949.0,10243.0,10140.0,11640.0,10278.0,4854.0
357,ADSL,1788,6367.0,5005.0,3347.0,2066.0,2933.0,4827.0,4907.0,6046.0,5367.0,2791.0
358,ADSSL1,2076,543.0,305.0,222.0,102.0,145.0,360.0,141.0,1567.0,85.0,337.0
359,ADSS,3081,3148.0,6719.0,3642.0,2126.0,4450.0,11431.0,6660.0,5627.0,6852.0,6265.0
360,AEBP1,4421,29484.0,12665.0,6514.0,5355.0,48568.0,103994.0,67421.0,15714.0,12740.0,28663.0
361,AEBP2,5807,898.0,1650.0,1562.0,1334.0,1513.0,2596.0,1602.0,1192.0,1846.0,1922.0
362,AEN,3708,3306.0,2032.0,2713.0,1534.0,2319.0,2737.0,1522.0,4543.0,1601.0,2537.0
363,AES,3903,12202.0,5862.0,14931.0,22312.0,13141.0,26845.0,13836.0,4656.0,7976.0,12224.0
364,AFAP1L1,4561,852.0,1171.0,632.0,358.0,957.0,6840.0,858.0,1927.0,715.0,2057.0
365,AFAP1L2,5695,424.0,4405.0,241.0,1049.0,186.0,794.0,2036.0,309.0,9452.0,287.0
366,AFAP1,7770,299.89,4852.97,543.98,1219.97,5095.98,4138.99,2638.97,2585.84,8454.92,2258.93
367,AFARP1,1324,5.0,6.0,3.0,3.0,5.0,13.0,10.0,16.0,45.0,23.0
368,AFF1,10139,1482.0,2494.0,3204.0,2547.0,3177.0,8120.0,4405.0,3468.0,2557.0,2737.0
369,AFF2,14003,16.0,1939.0,13.0,207.0,250.0,373.0,172.0,3890.0,16.0,55.0
370,AFF3,9937,883.0,326.0,724.0,1396.0,1031.0,2682.0,1625.0,4684.0,11.0,865.0
371,AFF4,10340,1525.0,9630.0,3314.0,2698.0,6440.0,28689.0,6337.0,5247.0,5920.0,6902.0
372,AFG3L1,6767,673.0,513.0,388.0,930.0,1168.0,762.0,674.0,156.0,1276.0,705.0
373,AFG3L2,2963,6769.38,8001.02,12133.12,1331.67,6004.01,12400.35,5038.96,9363.73,3812.52,10706.14
374,AFMID,3432,752.0,801.0,460.0,425.0,1148.0,563.0,1803.0,616.0,1132.0,580.0
375,AFM,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,AFP,2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,AFTPH,4090,984.0,1759.0,1559.0,2925.0,1106.0,4630.0,3299.0,1076.0,2263.0,2296.0
378,AG2,1327,1152.0,578.0,310.0,1955.0,870.0,1065.0,3282.0,1447.0,298.0,5441.0
379,AGAP11,3741,468.0,22.0,22.0,33.0,9.11,20.02,13.0,17.0,23.0,21.0
380,AGAP1,4517,600.0,997.0,447.0,105.0,920.0,1675.0,711.0,3247.0,1851.0,632.0
381,AGAP2,6477,93.32,368.03,270.17,2503.22,58.4,609.95,1058.67,75.91,327.96,242.74
382,AGAP3,8857,22065.0,7324.0,8328.0,1665.0,7230.0,8954.0,17689.0,3364.0,6547.0,7213.0
383,AGAP4,2887,320.0,355.0,253.0,823.0,447.0,342.0,486.0,142.0,449.0,441.0
384,AGAP5,3947,32.0,55.05,42.27,100.52,77.02,47.52,106.07,30.07,72.87,69.56
385,AGAP6,2771,181.0,214.0,135.0,522.0,377.0,267.0,229.0,69.0,407.0,179.0
386,AGAP7,2418,15.0,16.0,10.0,53.0,103.0,29.0,46.0,3.0,26.0,24.0
387,AGAP8,3353,56.0,23.0,10.0,178.0,109.0,73.0,29.0,12.0,152.0,24.0
388,AGA,2041,1250.0,838.0,1216.0,760.0,2079.0,2611.0,1858.0,746.0,1550.0,1120.0
389,AGBL1,4453,1.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0
390,AGBL2,3676,20.0,26.0,16.0,125.0,24.0,40.0,37.0,11.0,14.0,31.0
391,AGBL3,3529,5.0,27.0,4.0,22.0,12.0,14.0,3.0,3.0,9.0,1.0
392,AGBL4,6282,4.0,102.0,0.0,5.0,0.0,2.0,2.0,3.0,0.0,9.0
393,AGBL5,3736,1730.01,2161.0,910.0,570.02,921.0,2991.0,1588.01,2933.03,1832.01,2070.02
394,AGER,2241,68.0,121.0,50.0,758.0,121.0,115.0,173.0,49.0,310.0,61.0
395,AGFG1,8738,2945.0,4139.0,5202.0,2727.0,4894.0,8492.0,4385.0,1699.0,6389.0,3317.0
396,AGFG2,5442,1108.0,713.0,579.0,1312.0,1082.0,2725.0,1500.0,1045.0,674.0,765.0
397,AGGF1,4771,636.0,3079.0,1092.0,1530.0,2291.0,6710.0,2060.0,1419.0,1586.0,1597.0
398,AGK,3811,3352.0,2902.0,1199.0,1548.0,1737.0,2900.0,2842.0,1259.0,1677.0,1568.0
399,AGL,8217,143.0,1494.0,1698.0,1432.0,1843.0,3357.0,1846.0,822.0,1773.0,910.0
400,AGMAT,2196,37.0,100.0,64.0,269.0,50.0,83.0,142.0,144.0,74.0,24.0
401,AGPAT1,3131,9287.04,15819.77,6729.18,2023.51,10163.66,25856.48,9423.98,14575.67,8676.34,16942.05
402,AGPAT2,1548,5398.0,2358.0,3523.0,902.0,5547.0,6509.0,5703.0,4878.0,784.0,6462.0
403,AGPAT3,7634,3447.0,5450.0,7071.0,2856.0,6928.0,15344.0,9979.0,8869.0,1362.0,4415.0
404,AGPAT4,8665,135.0,246.0,495.0,202.0,641.0,754.0,115.0,2526.0,1262.0,45.0
405,AGPAT5,5517,1019.0,2127.0,1391.0,1378.0,4263.0,4389.0,2259.0,2871.0,5116.0,671.0
406,AGPAT6,6310,11107.0,4099.0,18679.0,2960.0,18763.0,13445.0,9684.0,10984.0,6977.0,7969.0
407,AGPAT9,2812,245.0,61.0,67.0,335.0,50.0,48.0,744.0,7.0,47.0,290.0
408,AGPHD1,2545,91.0,76.0,74.0,26.0,201.0,209.0,204.0,148.0,100.0,121.0
409,AGPS,7740,2602.0,4631.0,3451.0,1129.0,3485.0,5603.0,4412.0,3656.0,3830.0,2503.0
410,AGR2,1668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0
411,AGR3,749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,AGRN,7319,7937.0,7940.0,7576.0,820.0,8760.0,19104.0,16102.0,29330.0,65383.0,6435.0
413,AGRP,764,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0
414,AGTPBP1,4938,241.0,2740.0,1078.0,930.0,1379.0,2924.0,2562.0,1410.0,1996.0,1556.0
415,AGTR1,2569,0.0,10.0,9.0,32.0,4.0,0.0,0.0,21.0,32.0,5.0
416,AGTR2,2897,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
417,AGTRAP,1279,3927.0,1932.0,2110.0,1239.0,2635.0,3389.0,7520.0,2375.0,3117.0,2586.0
418,AGT,2579,2684.0,231.0,22.0,73.0,67.0,26.0,1306.0,330.0,80.0,11.0
419,AGXT2L1,2139,383.0,4.0,19.0,1.0,5.0,0.0,441.0,2.0,2.0,121.0
420,AGXT2L2,4788,389.54,843.36,350.2,2359.61,340.51,1040.48,944.52,68.14,513.34,578.97
421,AGXT2,3231,0.0,0.0,0.0,0.0,0.0,543.0,0.0,0.0,1.0,0.0
422,AGXT,2760,5.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0
423,AHCTF1,8841,1471.0,5908.0,2488.0,2536.0,3460.0,5641.0,3865.0,3379.0,8551.0,2917.0
424,AHCYL1,4398,7052.0,5569.0,17330.0,3568.0,6684.0,18216.0,10651.0,9908.0,10535.0,4889.0
425,AHCYL2,5750,2631.0,5762.0,784.0,1022.0,6365.0,10331.0,20036.0,3271.0,1277.0,6655.0
426,AHCY,3324,14971.0,21071.0,5558.0,2894.0,21364.0,7922.0,14855.0,21656.0,15350.0,10977.0
427,AHDC1,6581,961.0,2053.0,666.0,942.0,2734.0,4168.0,2433.0,6857.0,3068.0,1345.0
428,AHI1,6444,130.0,708.0,572.0,365.0,1291.0,1823.0,1266.0,294.0,2098.0,639.0
429,AHNAK2,18345,17449.0,130.0,2539.0,186.0,915.0,9591.0,10147.0,274.0,3667.0,19471.0
430,AHNAK,19262,7925.0,14137.0,20164.0,20373.0,88154.0,149304.0,63279.0,8919.0,50812.0,19072.0
431,AHRR,6873,249.0,18.0,396.0,17.0,1145.0,159.0,178.0,177.0,80.0,236.0
432,AHR,6247,616.0,19209.0,1830.0,3429.0,9391.0,12362.0,5629.0,2586.0,10816.0,2997.0
433,AHSA1,1529,8705.0,7476.0,3408.0,3134.0,4604.0,6147.0,6541.0,10415.0,4704.0,5211.0
434,AHSA2,2405,418.0,767.0,444.0,2874.0,872.0,707.0,1318.0,132.0,1321.0,723.0
435,AHSG,2213,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
436,AHSP,505,0.0,1.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0
437,AICDA,2794,2.0,2.0,11.0,152.0,0.0,16.0,9.0,2.0,0.0,3.0
438,AIDA,4489,3283.95,2957.04,3317.13,2201.08,3489.18,7067.47,3988.24,1580.57,5211.9,1648.09
439,AIF1L,3674,1465.0,11163.0,165.0,322.0,14306.0,4463.0,11301.0,7042.0,2325.0,12564.0
440,AIF1,1550,134.0,2367.0,1798.0,3682.0,266.0,1792.0,4953.0,107.0,628.0,1109.0
441,AIFM1,3198,6147.0,3812.0,6099.0,1358.0,3892.0,3827.0,3243.0,3695.0,2498.0,1773.0
442,AIFM2,4637,2329.0,610.0,2818.0,495.0,2534.0,4111.0,1359.0,332.0,1014.0,1188.0
443,AIFM3,2540,345.68,47.31,136.0,84.87,20.0,4462.84,52.61,9.0,13.58,49.0
444,AIG1,4635,358.0,480.0,733.0,584.0,546.0,1425.0,760.0,552.0,678.0,147.0
445,AIM1L,2530,3.0,0.0,1.0,31.0,19.0,4.0,8.0,11.0,3.0,1.0
446,AIM1,7712,195.0,1061.0,526.0,3909.0,213.0,1073.0,3298.0,201.0,10050.0,316.0
447,AIM2,1484,156.0,457.0,576.0,1745.0,2735.0,154.0,2519.0,1.0,2447.0,1170.0
448,AIMP1,3258,1606.31,2491.26,1823.76,2100.22,3102.33,4274.39,3446.46,1774.06,2298.22,2259.65
449,AIMP2,1218,1611.45,1801.31,1609.86,421.82,2097.11,2766.11,1242.86,3739.23,1365.71,1004.35
450,AIPL1,3754,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
451,AIP,1232,11365.0,2400.0,1945.0,4841.0,2515.0,5440.0,4557.0,4343.0,2969.0,10487.0
452,AIRE,3095,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
453,AJAP1,3316,3.0,9.0,5.0,26.0,6.0,5.0,21.0,12.0,1.0,1.0
454,AK1,2264,1836.0,1224.0,2718.0,786.0,3127.0,3496.0,2401.0,2110.0,895.0,1134.0
455,AK2,3949,9947.0,9135.0,8403.0,3768.0,16075.0,13672.0,23188.0,11363.0,10384.0,8887.0
456,AK3L1,2629,1164.0,142.0,1136.0,40.0,315.0,44.0,1301.0,466.0,2296.0,1101.0
457,AK3,4283,1303.0,5210.0,2228.0,2361.0,2362.0,6241.0,2406.0,1244.0,1653.0,1337.0
458,AK5,5519,56.0,19.0,231.0,230.0,751.0,456.0,183.0,15.0,46.0,0.0
459,AK7,3676,26.0,20.0,31.0,17.0,10.0,6.0,8.0,18.0,51.0,3.0
460,AKAP10,2921,354.0,1447.0,1146.0,879.0,1080.0,1927.0,988.0,588.0,1025.0,810.0
461,AKAP11,9919,566.0,4665.0,2352.0,3666.0,2987.0,8656.0,3803.0,1571.0,4820.0,2158.0
462,AKAP12,8898,788.0,2624.0,3766.0,1609.0,4429.0,23218.0,16643.0,7863.0,2785.0,2027.0
463,AKAP13,17257,2261.0,6714.0,4404.0,8063.0,7465.0,16920.0,19630.0,6039.0,5677.0,4575.0
464,AKAP14,908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
465,AKAP1,4514,1659.0,3173.0,2919.0,1033.0,2181.0,5038.0,2003.0,2908.0,1995.0,2203.0
466,AKAP2,6996,679.35,3146.85,1811.88,2768.32,1824.22,2304.5,2920.17,2197.14,2482.43,1183.97
467,AKAP3,3019,33.0,39.0,21.0,41.0,15.0,258.0,40.0,104.0,32.0,15.0
468,AKAP4,3005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,AKAP5,6486,10.0,611.0,273.0,382.0,60.0,299.0,949.0,27.0,344.0,433.0
470,AKAP6,12398,125.0,14755.0,3795.0,125.0,784.0,645.0,2234.0,328.0,20416.0,256.0
471,AKAP7,3209,146.0,379.0,417.0,671.0,615.0,989.0,500.0,436.0,222.0,249.0
472,AKAP8L,2995,3630.0,2064.0,1111.0,2535.0,2306.0,2553.0,1605.0,4336.0,3104.0,2021.0
473,AKAP8,3939,1579.0,1955.0,1273.0,1866.0,2236.0,2716.0,1544.0,2000.0,2765.0,1760.0
474,AKAP9,16248,821.0,7599.0,1726.0,2660.0,3103.0,12034.0,6757.0,1238.0,2371.0,3182.0
475,AKD1,8832,90.0,513.0,332.0,268.0,249.0,954.0,234.0,106.0,272.0,89.0
476,AKIRIN1,2724,1774.0,4041.0,5792.0,3071.0,3419.0,5494.0,5887.0,2965.0,7379.0,3070.0
477,AKIRIN2,1931,583.0,5280.0,1339.0,2009.0,1977.0,3715.0,2672.0,3066.0,2370.0,1230.0
478,AKNAD1,3871,61.0,0.0,5.0,0.0,2.0,2.0,6.0,2.0,3.0,1.0
479,AKNA,11251,176.0,3826.0,2160.0,14782.0,1605.0,4464.0,8096.0,1923.0,1271.0,1662.0
480,AKR1A1,2502,5361.0,4719.0,5297.0,4172.0,2985.0,7122.0,13287.0,5072.0,2723.0,3874.0
481,AKR1B10,1595,0.0,1.0,0.0,2.0,137.0,0.0,0.0,46.0,0.0,0.0
482,AKR1B15,2361,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
483,AKR1B1,1917,14042.0,7161.0,4682.0,3021.0,2328.0,7622.0,6033.0,2741.0,3061.0,2752.0
484,AKR1C1,2836,15.0,18.0,1.0,333.0,113.0,66.0,37.0,36.0,19.0,83.24
485,AKR1C2,2177,15.0,6.0,4.0,74.0,57.0,33.0,5.0,62.0,12.0,14.0
486,AKR1C3,2480,11.0,54.0,20.0,403.0,50.0,217.0,9.0,24.0,61.0,19.0
487,AKR1C4,1192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,AKR1CL1,2127,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
489,AKR1D1,3336,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
490,AKR1E2,3027,55.0,17.0,3.0,34.0,99.0,8.0,101.0,139.0,49.0,88.76
491,AKR7A2,1781,5881.0,2166.0,1773.0,1063.0,2701.0,4776.0,4503.0,3818.0,3171.0,2160.0
492,AKR7A3,1241,57.0,18.0,12.0,25.0,32.0,8.0,22.0,91.0,96.0,17.0
493,AKR7L,2311,24.0,14.0,6.0,10.0,40.0,18.0,20.0,27.0,77.0,64.0
494,AKT1S1,2438,2930.0,3358.0,1801.0,821.0,3001.0,3718.0,2174.0,5414.0,5244.0,2403.0
495,AKT1,4707,14835.0,14377.0,13403.0,5209.0,18208.0,14996.0,14680.0,18127.0,14205.0,11823.0
496,AKT2,7103,8372.0,7143.0,6508.0,4201.0,4986.0,9416.0,6822.0,10550.0,6371.0,5979.0
497,AKT3,5274,2590.0,8919.0,5284.0,1295.0,3279.0,15307.0,6710.0,4365.0,9668.0,3649.0
498,AKTIP,2515,741.65,409.91,920.72,1325.74,738.3,1337.15,988.12,82.77,525.06,824.48
499,ALAD,3535,1528.0,2690.0,1240.0,1911.0,4482.0,7113.0,6051.0,2805.0,2301.0,2651.0
500,ALAS1,2435,4801.0,4034.0,9125.0,1708.0,3281.0,8190.0,6580.0,4478.0,2313.0,3660.0
501,ALAS2,2133,1.0,5.0,0.0,9.0,1.0,1.0,2.0,3.0,0.0,0.0
502,ALB,2283,1.0,0.0,0.0,11.0,1.0,3.0,2.0,0.0,1.0,0.0
503,ALCAM,6686,375.0,10366.0,1156.0,1383.0,302.0,4842.0,804.0,878.0,5396.0,1948.0
